"43732";"1";"1";"traffic";"100556";"1478092761711";"1478092761719";"1478092761910";"1478092761985";"1478092768973";"1478092769255";
"43776";"1";"1";"structural";"300407";"1478092768984";"1478092768992";"1478092769094";"1478092769131";"1478092769368";"1478092769563";
"43756";"1";"1";"waste";"400319";"1478092768778";"1478092768784";"1478092769397";"1478092769431";"1478092769702";"1478092769924";
"43773";"1";"1";"structural";"300026";"1478092768682";"1478092768685";"1478092769736";"1478092769770";"1478092770026";"1478092770362";
"43771";"1";"1";"structural";"300592";"1478092767750";"1478092767758";"1478092770064";"1478092770134";"1478092770439";"1478092770680";
"43770";"1";"1";"traffic";"100068";"1478092767712";"1478092767717";"1478092770497";"1478092770543";"1478092770763";"1478092770961";
"43769";"1";"1";"structural";"300299";"1478092767189";"1478092767324";"1478092770789";"1478092770817";"1478092771028";"1478092771217";
"43764";"1";"1";"traffic";"100311";"1478092767180";"1478092767184";"1478092771046";"1478092771075";"1478092771301";"1478092771511";
"43765";"1";"1";"structural";"300451";"1478092767149";"1478092767155";"1478092771325";"1478092771355";"1478092771576";"1478092771771";
"43754";"1";"1";"air";"360";"1478092767080";"1478092767083";"1478092771601";"1478092771629";"1478092771842";"1478092772046";
"43763";"1";"1";"structural";"300478";"1478092766959";"1478092766966";"1478092771868";"1478092771898";"1478092772115";"1478092772323";
"43760";"1";"1";"traffic";"100775";"1478092766822";"1478092766827";"1478092772144";"1478092772173";"1478092772396";"1478092772615";
"43759";"1";"1";"traffic";"100231";"1478092766503";"1478092766669";"1478092772423";"1478092772450";"1478092772664";"1478092772905";
"43757";"1";"1";"structural";"300297";"1478092766666";"1478092766669";"1478092772711";"1478092772741";"1478092772953";"1478092773373";
"43746";"1";"1";"traffic";"100443";"1478092766499";"1478092766505";"1478092773180";"1478092773215";"1478092773433";"1478092773660";
"43753";"1";"1";"structural";"300245";"1478092766385";"1478092766393";"1478092773454";"1478092773484";"1478092773703";"1478092773943";
"43752";"1";"1";"waste";"400461";"1478092766351";"1478092766369";"1478092773731";"1478092773759";"1478092773972";"1478092774230";
"43743";"1";"1";"waste";"400446";"1478092766078";"1478092766083";"1478092773999";"1478092774036";"1478092774249";"1478092774543";
"43745";"1";"1";"air";"607";"1478092766198";"1478092766202";"1478092774274";"1478092774303";"1478092774519";"1478092774745";
"43739";"1";"1";"structural";"300124";"1478092766097";"1478092766100";"1478092774541";"1478092774569";"1478092774775";"1478092774949";
"43744";"1";"1";"traffic";"100691";"1478092763811";"1478092763820";"1478092774811";"1478092774841";"1478092775055";"1478092775188";
"43738";"1";"1";"air";"262";"1478092763357";"1478092763362";"1478092775073";"1478092775101";"1478092775315";"1478092775462";
"43737";"1";"1";"traffic";"100211";"1478092763221";"1478092763228";"1478092775328";"1478092775356";"1478092775568";"1478092775733";
"43728";"1";"1";"waste";"1";"1478092763158";"1478092763164";"1478092775584";"1478092775612";"1478092775843";"1478092776025";
"43736";"1";"1";"air";"699";"1478092762046";"1478092762053";"1478092775863";"1478092775918";"1478092776144";"1478092776311";
"43734";"1";"1";"structural";"300846";"1478092762146";"1478092762153";"1478092776160";"1478092776189";"1478092776402";"1478092776574";
"43726";"1";"1";"noise";"1";"1478092761354";"1478092761372";"1478092776415";"1478092776443";"1478092776661";"1478092776858";
"43729";"1";"1";"air";"1";"1478092760769";"1478092760809";"1478092776937";"1478092776966";"1478092777173";"1478092777369";
"43733";"1";"1";"structural";"300328";"1478092761340";"1478092761392";"1478092777192";"1478092777220";"1478092777433";"1478092777628";
"43730";"1";"1";"air";"862";"1478092761593";"1478092761596";"1478092777447";"1478092777475";"1478092777688";"1478092777895";
"43727";"1";"1";"structural";"1";"1478092760910";"1478092760916";"1478092777703";"1478092777731";"1478092777944";"1478092778175";
"43731";"1";"1";"structural";"300673";"1478092761217";"1478092761222";"1478092777980";"1478092778008";"1478092778217";"1478092778650";
"43820";"1";"1";"traffic";"100748";"1478092777921";"1478092777926";"1478092778235";"1478092778263";"1478092778472";"1478092778859";
"43819";"1";"1";"traffic";"100498";"1478092777507";"1478092777596";"1478092778491";"1478092778518";"1478092778718";"1478092778904";
"43818";"1";"1";"traffic";"100503";"1478092777425";"1478092777596";"1478092778734";"1478092778762";"1478092778965";"1478092779029";
"43790";"1";"1";"waste";"400349";"1478092777507";"1478092777512";"1478092778978";"1478092779006";"1478092779209";"1478092779236";
"43817";"1";"1";"traffic";"100606";"1478092777322";"1478092777412";"1478092779222";"1478092779250";"1478092779486";"1478092779581";
"43809";"1";"1";"traffic";"100706";"1478092777227";"1478092777232";"1478092779500";"1478092779530";"1478092779741";"1478092779866";
"43803";"1";"1";"air";"483";"1478092776859";"1478092776863";"1478092779755";"1478092779783";"1478092779998";"1478092780125";
