"49090";"1";"1";"structural";"1";"1478099404519";"1478099404568";"1478099407184";"1478099407185";"1478099408712";"1478099408721";
"49130";"1";"1";"noise";"201173";"1478099408638";"1478099408658";"1478099408735";"1478099408736";"1478099408968";"1478099408991";
"49147";"1";"1";"traffic";"100325";"1478099408417";"1478099408437";"1478099408973";"1478099408973";"1478099409197";"1478099409190";
"49148";"1";"1";"air";"2125";"1478099408368";"1478099408395";"1478099409202";"1478099409202";"1478099409420";"1478099409410";
"49145";"1";"1";"air";"9";"1478099408340";"1478099408361";"1478099409423";"1478099409423";"1478099409629";"1478099409626";
"49144";"1";"1";"traffic";"100142";"1478099408312";"1478099408332";"1478099409632";"1478099409632";"1478099409841";"1478099409831";
"49141";"1";"1";"structural";"301998";"1478099408293";"1478099408313";"1478099409845";"1478099409845";"1478099410049";"1478099410041";
"49134";"1";"1";"air";"2429";"1478099408284";"1478099408305";"1478099410053";"1478099410053";"1478099410265";"1478099410253";
"49143";"1";"1";"traffic";"100150";"1478099408184";"1478099408205";"1478099410267";"1478099410267";"1478099410471";"1478099410461";
"49142";"1";"1";"traffic";"100271";"1478099408172";"1478099408193";"1478099410474";"1478099410474";"1478099410680";"1478099410668";
"49136";"1";"1";"traffic";"100294";"1478099408167";"1478099408187";"1478099410682";"1478099410683";"1478099410888";"1478099410879";
"49140";"1";"1";"structural";"301372";"1478099408080";"1478099408101";"1478099410891";"1478099410891";"1478099411104";"1478099411094";
"49139";"1";"1";"structural";"301017";"1478099407999";"1478099408019";"1478099411107";"1478099411107";"1478099411318";"1478099411310";
"49138";"1";"1";"structural";"300489";"1478099407971";"1478099407991";"1478099411322";"1478099411322";"1478099411554";"1478099411542";
"49137";"1";"1";"structural";"301492";"1478099407888";"1478099407909";"1478099411558";"1478099411558";"1478099411762";"1478099411755";
"49135";"1";"1";"structural";"302266";"1478099407883";"1478099407904";"1478099411767";"1478099411768";"1478099411974";"1478099411962";
"49133";"1";"1";"traffic";"100761";"1478099407859";"1478099407881";"1478099411977";"1478099411977";"1478099412177";"1478099412166";
"49110";"1";"1";"air";"2146";"1478099407813";"1478099407839";"1478099412180";"1478099412180";"1478099412384";"1478099412375";
"49132";"1";"1";"structural";"300325";"1478099407813";"1478099407837";"1478099412387";"1478099412387";"1478099412613";"1478099412601";
"49131";"1";"1";"traffic";"101852";"1478099407757";"1478099407778";"1478099412616";"1478099412616";"1478099412824";"1478099412816";
"49128";"1";"1";"structural";"301255";"1478099407696";"1478099407732";"1478099412827";"1478099412827";"1478099413027";"1478099413015";
"49121";"1";"1";"traffic";"101262";"1478099407640";"1478099407660";"1478099413030";"1478099413030";"1478099413232";"1478099413219";
"49129";"1";"1";"noise";"200979";"1478099407608";"1478099407629";"1478099413234";"1478099413234";"1478099413439";"1478099413427";
"49120";"1";"1";"traffic";"102353";"1478099406857";"1478099407625";"1478099413441";"1478099413441";"1478099413644";"1478099413632";
"49115";"1";"1";"traffic";"100563";"1478099406847";"1478099407624";"1478099413646";"1478099413647";"1478099413850";"1478099413840";
"49105";"1";"1";"traffic";"100350";"1478099406218";"1478099407623";"1478099413853";"1478099413853";"1478099414055";"1478099414044";
"49104";"1";"1";"traffic";"100032";"1478099405521";"1478099407621";"1478099414059";"1478099414059";"1478099414273";"1478099414261";
"49106";"1";"1";"noise";"202121";"1478099405608";"1478099407605";"1478099414275";"1478099414275";"1478099414489";"1478099414479";
"49126";"1";"1";"structural";"300921";"1478099407411";"1478099407598";"1478099414492";"1478099414493";"1478099414696";"1478099414685";
"49124";"1";"1";"structural";"301051";"1478099407271";"1478099407597";"1478099414700";"1478099414700";"1478099414902";"1478099414891";
"49123";"1";"1";"structural";"300944";"1478099406954";"1478099407596";"1478099414905";"1478099414905";"1478099415145";"1478099415133";
"49127";"1";"1";"noise";"202248";"1478099407563";"1478099407595";"1478099415148";"1478099415148";"1478099415459";"1478099415450";
"49125";"1";"1";"noise";"201753";"1478099407364";"1478099407594";"1478099415462";"1478099415462";"1478099415778";"1478099415766";
"49122";"1";"1";"noise";"200457";"1478099407164";"1478099407593";"1478099415781";"1478099415781";"1478099416093";"1478099416080";
"49118";"1";"1";"noise";"202267";"1478099406923";"1478099407591";"1478099416096";"1478099416096";"1478099416408";"1478099416398";
"49116";"1";"1";"noise";"200081";"1478099406794";"1478099407590";"1478099416413";"1478099416413";"1478099416668";"1478099416655";
"49111";"1";"1";"noise";"201234";"1478099406238";"1478099407589";"1478099416670";"1478099416670";"1478099416979";"1478099416966";
"49109";"1";"1";"noise";"202440";"1478099405743";"1478099407588";"1478099416982";"1478099416982";"1478099417292";"1478099417280";
"49108";"1";"1";"noise";"200807";"1478099405641";"1478099407587";"1478099417295";"1478099417295";"1478099417497";"1478099417487";
"49101";"1";"1";"traffic";"102400";"1478099405483";"1478099407581";"1478099417500";"1478099417500";"1478099417710";"1478099417697";
"49119";"1";"1";"structural";"300798";"1478099406925";"1478099407581";"1478099417713";"1478099417713";"1478099417906";"1478099417893";
"49098";"1";"1";"traffic";"100102";"1478099405339";"1478099407580";"1478099417909";"1478099417909";"1478099418103";"1478099418105";
"49114";"1";"1";"structural";"301620";"1478099406825";"1478099407564";"1478099418105";"1478099418105";"1478099418359";"1478099418347";
"49096";"1";"1";"waste";"400349";"1478099405770";"1478099407559";"1478099418362";"1478099418362";"1478099418564";"1478099418551";
"49102";"1";"1";"air";"1266";"1478099405719";"1478099407558";"1478099418567";"1478099418567";"1478099418765";"1478099418752";
"49103";"1";"1";"noise";"201238";"1478099405595";"1478099407550";"1478099418768";"1478099418768";"1478099418962";"1478099418948";
"49100";"1";"1";"noise";"200273";"1478099405473";"1478099407549";"1478099418964";"1478099418964";"1478099419157";"1478099419145";
"49113";"1";"1";"structural";"301350";"1478099405879";"1478099407549";"1478099419160";"1478099419160";"1478099419356";"1478099419343";
"49097";"1";"1";"traffic";"100794";"1478099404871";"1478099407547";"1478099419359";"1478099419359";"1478099419552";"1478099419539";
"49095";"1";"1";"traffic";"101234";"1478099404852";"1478099407393";"1478099419554";"1478099419555";"1478099419750";"1478099419737";
"49092";"1";"1";"structural";"302326";"1478099405605";"1478099407190";"1478099419752";"1478099419752";"1478099419952";"1478099419941";
"49089";"1";"1";"air";"1";"1478099405070";"1478099407169";"1478099420150";"1478099420150";"1478099420428";"1478099420416";
"49112";"1";"1";"waste";"400742";"1478099406657";"1478099407169";"1478099420430";"1478099420430";"1478099420628";"1478099420616";
"49088";"1";"1";"waste";"1";"1478099404830";"1478099407169";"1478099420630";"1478099420630";"1478099420824";"1478099420810";
"49099";"1";"1";"air";"2447";"1478099405466";"1478099407168";"1478099420825";"1478099420825";"1478099421018";"1478099421006";
"49107";"1";"1";"structural";"301252";"1478099405804";"1478099407165";"1478099421021";"1478099421021";"1478099421219";"1478099421207";
"49094";"1";"1";"traffic";"100154";"1478099404813";"1478099404839";"1478099421222";"1478099421222";"1478099421432";"1478099421419";
"49091";"1";"1";"traffic";"1";"1478099404592";"1478099404620";"1478099421434";"1478099421434";"1478099421642";"1478099421649";
"49347";"1";"1";"traffic";"102120";"1478099421613";"1478099421633";"1478099421643";"1478099421643";"1478099421845";"1478099421840";
"49345";"1";"1";"traffic";"100538";"1478099421578";"1478099421598";"1478099421849";"1478099421849";"1478099422042";"1478099422029";
"49344";"1";"1";"structural";"302430";"1478099421539";"1478099421559";"1478099422045";"1478099422045";"1478099422236";"1478099422224";
"49342";"1";"1";"traffic";"102226";"1478099421466";"1478099421485";"1478099422239";"1478099422239";"1478099422434";"1478099422423";
"49341";"1";"1";"structural";"301171";"1478099421426";"1478099421446";"1478099422437";"1478099422437";"1478099422640";"1478099422627";
"49339";"1";"1";"noise";"201133";"1478099421351";"1478099421371";"1478099422642";"1478099422642";"1478099422842";"1478099422829";
"49331";"1";"1";"traffic";"100562";"1478099421350";"1478099421370";"1478099422845";"1478099422845";"1478099423048";"1478099423038";
"49340";"1";"1";"structural";"301190";"1478099421301";"1478099421321";"1478099423050";"1478099423051";"1478099423243";"1478099423231";
"49336";"1";"1";"structural";"300957";"1478099421221";"1478099421241";"1478099423246";"1478099423246";"1478099423441";"1478099423427";
"49337";"1";"1";"noise";"200346";"1478099421062";"1478099421081";"1478099423443";"1478099423443";"1478099423640";"1478099423627";
"49323";"1";"1";"air";"1192";"1478099421057";"1478099421077";"1478099423642";"1478099423642";"1478099423836";"1478099423838";
"49335";"1";"1";"noise";"200114";"1478099421044";"1478099421064";"1478099423839";"1478099423839";"1478099424057";"1478099424045";
"49333";"1";"1";"structural";"301640";"1478099420864";"1478099420883";"1478099424060";"1478099424060";"1478099424255";"1478099424242";
"49332";"1";"1";"noise";"201997";"1478099420836";"1478099420856";"1478099424258";"1478099424258";"1478099424452";"1478099424439";
"49330";"1";"1";"waste";"401802";"1478099420786";"1478099420806";"1478099424454";"1478099424454";"1478099424648";"1478099424636";
"49329";"1";"1";"structural";"302191";"1478099420782";"1478099420802";"1478099424651";"1478099424651";"1478099424844";"1478099424832";
"49322";"1";"1";"noise";"202451";"1478099420646";"1478099420666";"1478099424847";"1478099424847";"1478099425040";"1478099425027";
"49328";"1";"1";"traffic";"100721";"1478099420565";"1478099420585";"1478099425043";"1478099425043";"1478099425236";"1478099425224";
"49248";"1";"1";"waste";"401082";"1478099420543";"1478099420563";"1478099425238";"1478099425239";"1478099425432";"1478099425419";
"49327";"1";"1";"structural";"301730";"1478099420508";"1478099420528";"1478099425434";"1478099425434";"1478099425628";"1478099425618";
"49325";"1";"1";"traffic";"100280";"1478099420447";"1478099420467";"1478099425630";"1478099425630";"1478099425825";"1478099425813";
"49326";"1";"1";"structural";"300897";"1478099420415";"1478099420435";"1478099425828";"1478099425828";"1478099426023";"1478099426011";
"49321";"1";"1";"structural";"300707";"1478099420398";"1478099420418";"1478099426026";"1478099426026";"1478099426223";"1478099426210";
"49324";"1";"1";"traffic";"100289";"1478099420305";"1478099420325";"1478099426226";"1478099426226";"1478099426421";"1478099426411";
"49319";"1";"1";"traffic";"100390";"1478099420075";"1478099420095";"1478099426423";"1478099426423";"1478099426619";"1478099426606";
"49310";"1";"1";"air";"2233";"1478099420067";"1478099420087";"1478099426621";"1478099426621";"1478099426817";"1478099426805";
"49318";"1";"1";"noise";"202192";"1478099420056";"1478099420076";"1478099426821";"1478099426821";"1478099427015";"1478099427001";
"49320";"1";"1";"structural";"301213";"1478099419998";"1478099420018";"1478099427017";"1478099427017";"1478099427209";"1478099427196";
"49311";"1";"1";"structural";"300600";"1478099419958";"1478099419978";"1478099427211";"1478099427211";"1478099427403";"1478099427396";
"49317";"1";"1";"traffic";"100005";"1478099419948";"1478099419968";"1478099427405";"1478099427405";"1478099427597";"1478099427584";
